image,gt_idx,x1,y1,x2,y2,w,h,area,max_gt_iou,neighbors_100px,edge_dist,img_n_gt,matched50,pred_score50,pred_iou50,matched75,max_pred_iou,status
DJI_20250511173415_0290_D_tile_0002_x1216_y0,2,222.00032,0.9999999999999964,264.00032000000004,55.0,42.00000000000006,54.0,2268.000000000003,0.0,0,0.9999999999999964,3,True,0.706,0.6387383144051503,False,0.6387383144051503,TP
DJI_20250511173415_0290_D_tile_0003_x1824_y0,0,326.00032,207.0,424.00032,297.0,98.0,90.0,8820.0,0.0,0,207.0,1,True,0.89219,0.9545530419789909,True,0.9545530419789909,TP
DJI_20250511173415_0290_D_tile_0004_x2432_y0,0,133.00032,221.99967999999998,278.0,311.0,144.99968,89.00032000000002,12905.017919897604,0.0,0,133.00032,3,True,0.8862,0.7888023913199058,True,0.7888023913199058,TP
DJI_20250511173415_0290_D_tile_0004_x2432_y0,1,333.0,240.0,363.0,288.0,30.0,48.0,1440.0,0.0,0,240.0,3,True,0.57525,0.7538226036839986,True,0.7538226036839986,TP
DJI_20250511173415_0290_D_tile_0004_x2432_y0,2,253.99984,38.999968,266.99983999999995,67.99996800000001,12.999999999999943,29.000000000000007,376.99999999999847,0.0,0,38.999968,3,True,0.31303,0.6905134303229956,False,0.6905134303229956,FN_lowScore
DJI_20250511173415_0290_D_tile_0006_x3648_y0,0,173.99967999999998,263.00000000000006,267.0,429.99968,93.00032000000002,166.99967999999996,15531.023679897598,0.0,0,173.99967999999998,5,True,0.81499,0.9435913026869596,True,0.9435913026869596,TP
DJI_20250511173415_0290_D_tile_0006_x3648_y0,1,94.0,1.0000000000000053,122.00000000000001,87.0,28.000000000000014,86.0,2408.0000000000014,0.0,0,1.0000000000000053,5,True,0.77252,0.8428058825450088,True,0.8428058825450088,TP
DJI_20250511173415_0290_D_tile_0006_x3648_y0,2,590.00032,1.0000000000000142,640.0003200000001,162.00032,50.000000000000114,161.00032,8050.016000000018,0.0,0,-0.00032000000010157237,5,True,0.83891,0.931685476173255,True,0.931685476173255,TP
DJI_20250511173415_0290_D_tile_0006_x3648_y0,3,478.99984000000006,234.00032,521.99984,381.0,42.999999999999886,146.99968,6320.986239999984,0.09555335243663235,1,118.00016000000005,5,True,0.82732,0.8298276376554763,True,0.8298276376554763,TP
DJI_20250511173415_0290_D_tile_0006_x3648_y0,4,495.99968,351.00015999999994,541.99968,408.00016,46.0,57.00000000000006,2622.0000000000027,0.09555335243663235,1,98.00031999999999,5,True,0.7885,0.7539711049546867,True,0.7539711049546867,TP
DJI_20250511173415_0290_D_tile_0007_x4256_y0,0,1.0000320000000018,1.0000000000000142,46.000032,162.00032,44.99999999999999,161.00032,7245.014399999998,0.0,0,1.0000000000000142,8,True,0.8833,0.9202482284306233,True,0.9202482284306233,TP
DJI_20250511173415_0290_D_tile_0007_x4256_y0,1,368.0,154.00032000000002,571.00032,352.00032,203.00032,197.99999999999997,40194.06335999999,0.04469557198605104,0,68.99968000000001,8,True,0.86743,0.8972676821891423,True,0.8972676821891423,TP
DJI_20250511173415_0290_D_tile_0007_x4256_y0,2,535.0003200000001,130.00032,640.0,212.00032,104.9996799999999,82.0,8609.973759999992,0.04469557198605104,0,0.0,8,True,0.82409,0.5939532458087492,False,0.5939532458087492,TP
DJI_20250511173415_0290_D_tile_0007_x4256_y0,3,158.00032,212.00032,269.0,339.0,110.99968000000001,126.99968000000001,14096.923840102403,0.07519750838370574,1,158.00032,8,True,0.02908,0.7365375122963348,True,0.7649467563694635,FN_lowScore
DJI_20250511173415_0290_D_tile_0007_x4256_y0,4,53.00000000000001,306.0,215.0,385.00032,162.0,79.00031999999999,12798.051839999998,0.07519750838370574,0,53.00000000000001,8,True,0.00421,0.6223898769760303,False,0.7330175677440758,FN_lowScore
DJI_20250511173415_0290_D_tile_0007_x4256_y0,5,250.00032,295.99967999999996,292.00032,409.0,42.0,113.00032000000004,4746.0134400000015,0.045323134054899454,2,231.0,8,True,0.76497,0.7931909038646522,True,0.7931909038646522,TP
DJI_20250511173415_0290_D_tile_0007_x4256_y0,6,524.0,364.0,640.0,487.00032,116.0,123.00031999999999,14268.037119999999,0.0,0,0.0,8,True,0.88288,0.8650211762359136,True,0.8650211762359136,TP
DJI_20250511173415_0290_D_tile_0007_x4256_y0,7,260.0,412.99968,364.99968,444.99968,104.99968000000001,32.0,3359.9897600000004,0.0,1,195.00032,8,True,0.79461,0.9210025374931461,True,0.9210025374931461,TP
DJI_20250511173415_0290_D_tile_0008_x0_y608,0,48.00031999999999,275.00032,142.00032,420.0,94.0,144.99968,13629.969920000001,0.0,0,48.00031999999999,4,True,0.89418,0.8822578969484063,True,0.8822578969484063,TP
DJI_20250511173415_0290_D_tile_0008_x0_y608,1,338.99968,252.99999999999997,462.0,423.0,123.00031999999999,170.00000000000003,20910.0544,0.0,0,178.0,4,True,0.90238,0.9393750068866391,True,0.9393750068866391,TP
DJI_20250511173415_0290_D_tile_0008_x0_y608,2,91.00031999999999,564.0,228.0,640.0,136.99968,76.0,10411.975680000001,0.0,0,0.0,4,True,0.86578,0.8741259310266929,True,0.8741259310266929,TP
DJI_20250511173415_0290_D_tile_0008_x0_y608,3,429.99968,595.00016,523.0,640.00016,93.00031999999999,45.0,4185.014399999999,0.0,0,-0.00016000000005078618,4,True,0.83279,0.8406402252033482,True,0.8406402252033482,TP
DJI_20250511173415_0290_D_tile_0009_x608_y608,0,49.0,218.0,291.0,389.00032,242.0,171.00032,41382.077439999994,0.0,0,49.0,4,True,0.87363,0.9197840470946722,True,0.9197840470946722,TP
DJI_20250511173415_0290_D_tile_0009_x608_y608,1,122.99984,559.99984,157.99984,588.9998400000001,35.0,29.000000000000114,1015.000000000004,0.0,1,51.00015999999994,4,True,0.41995,0.6050291674480321,False,0.6050291674480321,TP
DJI_20250511173415_0290_D_tile_0009_x608_y608,2,118.99968000000001,595.00016,182.99968,640.00016,64.0,45.0,2880.0,0.0,1,-0.00016000000005078618,4,True,0.42121,0.9190467266725775,True,0.9190467266725775,TP
DJI_20250511173415_0290_D_tile_0009_x608_y608,3,2.0000319999999983,394.00000000000006,47.00003199999999,430.0,44.99999999999999,35.99999999999994,1619.9999999999973,0.0,0,2.0000319999999983,4,True,0.80314,0.7724047090732308,True,0.7724047090732308,TP
DJI_20250511173415_0290_D_tile_0010_x1216_y608,0,0.9999999999999964,351.99968,214.00032000000004,473.99968,213.00032000000004,122.0,25986.039040000007,0.12609020630076023,1,0.9999999999999964,4,True,0.80245,0.845813984282521,True,0.845813984282521,TP
DJI_20250511173415_0290_D_tile_0010_x1216_y608,1,343.00032,321.99999999999994,408.0,394.0,64.99968000000001,72.00000000000006,4679.9769600000045,0.0,0,232.0,4,True,0.75417,0.8127992393095357,True,0.8127992393095357,TP
DJI_20250511173415_0290_D_tile_0010_x1216_y608,2,24.999999999999996,327.00032,87.0,408.00000000000006,62.0,80.99968000000007,5021.980160000005,0.12609020630076023,1,24.999999999999996,4,True,0.44637,0.6194262582727079,False,0.7381979272893019,TP
DJI_20250511173415_0290_D_tile_0010_x1216_y608,3,267.0,496.99999999999994,317.0,631.0,50.0,134.00000000000006,6700.000000000003,0.0,0,9.0,4,True,0.77796,0.8951415305399895,True,0.8951415305399895,TP
DJI_20250511173415_0290_D_tile_0011_x1824_y608,0,126.00000000000001,344.00000000000006,198.99968,416.99968,72.99968,72.99967999999996,5328.953280102397,0.0,0,126.00000000000001,2,True,0.86729,0.7955651272609974,True,0.7955651272609974,TP
DJI_20250511173415_0290_D_tile_0011_x1824_y608,1,285.99984,477.99968,342.99984,639.99968,57.0,162.0,9234.0,0.0,0,0.00031999999998788553,2,True,0.85571,0.9285784337231967,True,0.9285784337231967,TP
DJI_20250511173415_0290_D_tile_0012_x2432_y608,0,168.00016,321.99999999999994,215.00016000000002,434.0,47.00000000000003,112.00000000000006,5264.0000000000055,0.11947538301111897,1,168.00016,2,True,0.83015,0.8317232520511884,True,0.8317232520511884,TP
DJI_20250511173415_0290_D_tile_0012_x2432_y608,1,178.99984,413.99983999999995,213.99984,450.99984,35.0,37.00000000000006,1295.000000000002,0.11947538301111897,1,178.99984,2,True,0.2719,0.7241645849197916,True,0.7993587155506648,FN_lowScore
DJI_20250511173415_0290_D_tile_0013_x3040_y608,0,269.0,372.0,399.0,540.0,130.0,168.0,21840.0,0.0,0,100.0,2,True,0.89275,0.9400380598557139,True,0.9400380598557139,TP
DJI_20250511173415_0290_D_tile_0013_x3040_y608,1,577.0,489.00016,611.0,510.00015999999994,34.0,20.999999999999943,713.9999999999981,0.0,0,29.0,2,True,0.68248,0.7873825668682983,True,0.7873825668682983,TP
DJI_20250511173415_0290_D_tile_0014_x3648_y608,0,0.9999999999999964,354.00000000000006,111.0,518.99968,110.0,164.99967999999996,18149.964799999994,0.0375642322270698,0,0.9999999999999964,6,True,0.91863,0.9651223237966304,True,0.9651223237966304,TP
DJI_20250511173415_0290_D_tile_0014_x3648_y608,1,90.00032000000002,455.0,276.00032000000004,557.0,186.00000000000003,102.0,18972.000000000004,0.10881328202372455,1,83.0,6,True,0.80973,0.9311571967873337,True,0.9311571967873337,TP
DJI_20250511173415_0290_D_tile_0014_x3648_y608,2,263.0,450.99999999999994,413.0,545.0,150.0,94.00000000000006,14100.00000000001,0.28231644260599764,1,95.0,6,True,0.89768,0.9177508753967197,True,0.9177508753967197,TP
DJI_20250511173415_0290_D_tile_0014_x3648_y608,3,329.00000000000006,467.0,503.0,557.0,173.99999999999994,90.0,15659.999999999995,0.28231644260599764,1,83.0,6,True,0.88824,0.9322056650827121,True,0.9322056650827121,TP
DJI_20250511173415_0290_D_tile_0014_x3648_y608,4,209.0,580.0,299.0,640.0,90.0,60.0,5400.0,0.0,0,0.0,6,True,0.87536,0.9046066129629626,True,0.9046066129629626,TP
DJI_20250511173415_0290_D_tile_0014_x3648_y608,5,207.99968,366.0,289.99968,498.00000000000006,82.0,132.00000000000006,10824.000000000005,0.10881328202372455,1,141.99999999999994,6,True,0.34866,0.9070145981998954,True,0.9070145981998954,FN_lowScore
DJI_20250511173415_0290_D_tile_0015_x4256_y608,0,385.00032,437.00032,637.00032,602.0,252.0,164.99968,41579.91936,0.0,0,2.999680000000012,1,True,0.86516,0.9521270842597751,True,0.9521270842597751,TP
DJI_20250511173415_0290_D_tile_0016_x0_y1216,0,72.00000000000001,0.999968,244.0,43.999968,172.0,43.0,7396.0,0.0,0,0.999968,3,True,0.8714,0.8780393395670595,True,0.8780393395670595,TP
DJI_20250511173415_0290_D_tile_0016_x0_y1216,1,430.0,1.0000319999999974,538.0,58.000032,108.0,57.0,6156.0,0.0,0,1.0000319999999974,3,True,0.87774,0.9373853803834116,True,0.9373853803834116,TP
DJI_20250511173415_0290_D_tile_0016_x0_y1216,2,1.0000000000000009,545.0,35.0,615.99968,34.0,70.99968000000001,2413.98912,0.0,0,1.0000000000000009,3,True,0.36602,0.7633489154856516,True,0.7633489154856516,FN_lowScore
DJI_20250511173415_0290_D_tile_0017_x608_y1216,0,124.99983999999999,0.999968,187.99983999999998,49.999967999999996,62.999999999999986,48.99999999999999,3086.9999999999986,0.0,0,0.999968,1,True,0.83759,0.8468712757488566,True,0.8468712757488566,TP
DJI_20250511173415_0290_D_tile_0019_x1824_y1216,0,286.99984,1.0000000000000009,309.99983999999995,41.0,22.999999999999943,40.0,919.9999999999977,0.0,0,1.0000000000000009,1,True,0.38118,0.6776955050260679,True,0.755279597215164,TP
DJI_20250511173415_0290_D_tile_0020_x2432_y1216,0,135.99967999999998,77.00000000000001,337.99968,199.0,202.00000000000003,121.99999999999999,24644.0,0.0,0,77.00000000000001,1,True,0.83374,0.9279019187634969,True,0.9279019187634969,TP
DJI_20250511173415_0290_D_tile_0021_x3040_y1216,0,109.99968000000001,96.99968,191.99967999999998,156.99968,81.99999999999997,60.000000000000014,4919.999999999999,0.0,0,96.99968,1,True,0.84033,0.768293934035768,True,0.768293934035768,TP
DJI_20250511173415_0290_D_tile_0022_x3648_y1216,0,226.00032000000002,1.0000000000000053,297.0,127.0,70.99967999999998,126.0,8945.959679999998,0.2476719259507262,1,1.0000000000000053,4,True,0.85324,0.9395568094042656,True,0.9395568094042656,TP
DJI_20250511173415_0290_D_tile_0022_x3648_y1216,1,229.0,30.0,371.0,201.00032,142.0,171.00032,24282.045439999998,0.2476719259507262,1,30.0,4,True,0.86981,0.8754797380935353,True,0.8754797380935353,TP
DJI_20250511173415_0290_D_tile_0022_x3648_y1216,2,370.0,0.9998079999999998,565.0003200000001,124.00012799999999,195.0003200000001,123.00031999999999,23985.10176010241,0.022826625407043118,0,0.9998079999999998,4,True,0.87772,0.9593204540892122,True,0.9593204540892122,TP
DJI_20250511173415_0290_D_tile_0022_x3648_y1216,3,513.0,110.0,639.99968,178.0,126.99968000000001,68.0,8635.97824,0.022826625407043118,0,0.00031999999998788553,4,True,0.3501,0.9036391701237079,True,0.9036391701237079,FN_lowScore
DJI_20250511173415_0290_D_tile_0023_x4256_y1216,0,0.999680000000005,144.0,140.0,252.00000000000003,139.00032,108.00000000000003,15012.034560000002,0.0,0,0.999680000000005,3,True,0.90251,0.9708703612651509,True,0.9708703612651509,TP
DJI_20250511173415_0290_D_tile_0023_x4256_y1216,1,235.0,79.99967999999998,365.99967999999996,249.99967999999998,130.99967999999996,170.0,22269.945599999992,0.095753442805772,0,79.99967999999998,3,True,0.77836,0.875808138498295,True,0.875808138498295,TP
DJI_20250511173415_0290_D_tile_0023_x4256_y1216,2,163.99967999999998,198.0,289.99968,281.00032000000004,126.00000000000003,83.00032000000004,10458.040320000007,0.095753442805772,0,163.99967999999998,3,True,0.82215,0.7866264342178305,True,0.7866264342178305,TP
DJI_20250511173415_0290_D_tile_0026_x1216_y1824,0,339.99983999999995,78.0,396.99984,102.0,57.00000000000006,24.0,1368.0000000000014,0.0,0,78.0,1,True,0.63769,0.756197406194244,True,0.756197406194244,TP
DJI_20250511173415_0290_D_tile_0030_x3648_y1824,0,523.00032,60.999680000000005,640.0,200.0,116.99968000000001,139.00032,16262.9929598976,0.0,0,0.0,1,True,0.887,0.9379250448482788,True,0.9379250448482788,TP
DJI_20250511173415_0290_D_tile_0031_x4256_y1824,0,253.0,455.99967999999996,327.0,489.99968,74.0,34.00000000000006,2516.000000000004,0.0,0,150.00032,3,True,0.84219,0.5731792806248125,True,0.8510456481253278,TP
DJI_20250511173415_0290_D_tile_0031_x4256_y1824,1,388.00016,456.00015999999994,447.00016000000005,471.00015999999994,59.00000000000006,15.0,885.0000000000009,0.003388781980789496,1,168.99984000000006,3,True,0.11486,0.5712716131004869,False,0.5712716131004869,FN_lowScore
DJI_20250511173415_0290_D_tile_0031_x4256_y1824,2,385.00032,308.99968,497.00032,456.99968,112.0,148.0,16576.0,0.003388781980789496,1,142.99968,3,True,0.7963,0.8673096564921626,True,0.8673096564921626,TP
DJI_20250511173415_0290_D_tile_0038_x3648_y2432,0,146.0,472.99968,298.0,512.99968,152.0,40.0,6080.0,0.015032524093441012,0,127.00031999999999,2,False,0.0,0.0,False,0.2081394396381506,FN_nearMiss
DJI_20250511173415_0290_D_tile_0038_x3648_y2432,1,285.99984,354.99967999999996,342.99984,490.0,57.0,135.00032000000004,7695.018240000002,0.015032524093441012,0,150.0,2,True,0.00534,0.6376317994211496,False,0.6376317994211496,FN_lowScore
DJI_20250511173415_0290_D_tile_0039_x4256_y2432,0,418.99968,457.99968,518.99968,567.99968,100.0,110.0,11000.0,0.0,0,72.00031999999999,1,True,0.85963,0.9536059661383562,True,0.9536059661383562,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,0,0.9998079999999998,432.00032,100.000128,559.0,99.00032,126.99968000000001,12573.008959897601,0.14952331810644925,1,0.9998079999999998,7,True,0.84509,0.9205783400641242,True,0.9205783400641242,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,1,518.99968,587.0001599999999,622.0,640.00016,103.00031999999999,53.000000000000114,5459.016960000011,0.0,0,-0.00016000000005078618,7,True,0.59364,0.826637284340978,True,0.826637284340978,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,2,310.99968,566.0,390.0,638.99968,79.00031999999999,72.99968000000001,5766.9980798976,0.08565043498963609,0,1.0003199999999879,7,True,0.83164,0.9333044963253937,True,0.9333044963253937,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,3,106.99968000000001,518.99968,378.0,598.0,271.00032,79.00031999999999,21409.112000102396,0.2950507141041086,1,42.0,7,True,0.53232,0.5666063275320625,True,0.8629554044971499,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,4,50.0,516.00016,142.0,559.00016,92.0,43.0,3956.0,0.14952331810644925,2,50.0,7,True,0.38213,0.9492448092845704,True,0.9492448092845704,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,5,0.9999999999999964,571.0,65.0,640.0003200000001,64.0,69.0003200000001,4416.0204800000065,0.0,1,-0.00032000000010157237,7,True,0.8532,0.9592227041823099,True,0.9592227041823099,TP
DJI_20250511173415_0290_D_tile_0040_x0_y3040,6,170.99999999999997,472.00032,297.0,583.0,126.00000000000003,110.99968000000001,13985.959680000005,0.2950507141041086,1,57.0,7,True,0.06434,0.6242990734465516,True,0.8890795508939612,FN_lowScore
DJI_20250511173415_0290_D_tile_0047_x4256_y3040,0,532.99968,135.00032000000002,624.99968,251.00032000000002,92.0,116.0,10672.0,0.15072482408480659,1,15.000319999999988,5,True,0.79826,0.9139121270728141,True,0.9139121270728141,TP
DJI_20250511173415_0290_D_tile_0047_x4256_y3040,1,441.0,146.0,571.99968,210.0,130.99968,64.0,8383.97952,0.2617805432972453,2,68.00031999999999,5,True,0.54535,0.9304834880969957,True,0.9304834880969957,TP
DJI_20250511173415_0290_D_tile_0047_x4256_y3040,2,447.00032,97.99999999999999,527.00032,186.0,80.0,88.00000000000001,7040.000000000001,0.2617805432972453,1,97.99999999999999,5,True,0.78814,0.8715022990984704,True,0.8715022990984704,TP
DJI_20250511173415_0290_D_tile_0047_x4256_y3040,3,307.99984,130.00032,368.99983999999995,212.00032,60.99999999999994,82.0,5001.999999999995,0.0,1,130.00032,5,True,0.86799,0.937727236752392,True,0.937727236752392,TP
DJI_20250511173415_0290_D_tile_0047_x4256_y3040,4,215.00032000000002,158.99967999999998,288.0,242.0,72.99967999999998,83.00032000000002,6058.9967998976,0.0,1,158.99967999999998,5,True,0.86391,0.9490313749253455,True,0.9490313749253455,TP
DJI_20250511173415_0290_D_tile_0048_x4640_y0,0,139.0,364.00032,337.99968,518.00032,198.99968,154.0,30645.95072,0.0,0,121.99968000000001,4,True,0.88573,0.9078956362074013,True,0.9078956362074013,TP
DJI_20250511173415_0290_D_tile_0048_x4640_y0,1,402.00016,456.00015999999994,441.00016000000005,503.00016,39.00000000000006,47.00000000000006,1833.000000000005,0.0,0,136.99984,4,True,0.79036,0.8276655570802971,True,0.8276655570802971,TP
DJI_20250511173415_0290_D_tile_0048_x4640_y0,2,109.00031999999999,135.0,253.00032,221.99967999999998,144.0,86.99967999999998,12527.953919999998,0.12245856085023012,0,109.00031999999999,4,True,0.80891,0.9274895973326215,True,0.9274895973326215,TP
DJI_20250511173415_0290_D_tile_0048_x4640_y0,3,1.0003200000000056,157.0,185.00032,335.0,183.99999999999997,178.0,32751.999999999996,0.12245856085023012,0,1.0003200000000056,4,True,0.9242,0.9319636014851882,True,0.9319636014851882,TP
DJI_20250511173415_0290_D_tile_0049_x4640_y608,0,0.999680000000005,445.0,252.0,598.00032,251.00032,153.00032,38403.129280102396,0.0,0,0.999680000000005,3,True,0.87133,0.9310444534338367,True,0.9310444534338367,TP
DJI_20250511173415_0290_D_tile_0049_x4640_y608,1,274.00000000000006,527.0001599999999,438.99968,580.0001599999999,164.99967999999996,53.0,8744.983039999997,0.1368438013738508,0,59.99984000000006,3,True,0.89325,0.8100023886826893,True,0.8100023886826893,TP
DJI_20250511173415_0290_D_tile_0049_x4640_y608,2,382.00032,526.0,528.00032,638.0,146.0,112.0,16352.0,0.1368438013738508,0,2.0,3,True,0.88857,0.9805876716066547,True,0.9805876716066547,TP
DJI_20250511173415_0290_D_tile_0050_x4640_y1216,0,197.00032,69.99967999999998,446.0,283.99967999999996,248.99968,213.99999999999997,53285.93152,0.0,0,69.99967999999998,4,True,0.88394,0.9511499250412278,True,0.9511499250412278,TP
DJI_20250511173415_0290_D_tile_0050_x4640_y1216,1,379.00032,0.999968,523.00032,27.999968000000003,144.0,27.000000000000004,3888.0000000000005,0.0,0,0.999968,4,True,0.8318,0.8353147895679203,True,0.8353147895679203,TP
DJI_20250511173415_0290_D_tile_0050_x4640_y1216,2,453.0,118.0,626.00032,273.00032,173.00032,155.00032,26815.104960102395,0.2207180984030793,1,13.999680000000012,4,True,0.82866,0.9582916789758225,True,0.9582916789758225,TP
DJI_20250511173415_0290_D_tile_0050_x4640_y1216,3,569.99968,73.0,639.99968,243.0,70.0,170.0,11900.0,0.2207180984030793,1,0.00031999999998788553,4,True,0.68557,0.8636260083498198,True,0.8636260083498198,TP
DJI_20250511173415_0290_D_tile_0051_x4640_y1824,0,0.9999999999999964,308.0,109.0,468.0,108.0,160.0,17280.0,0.0,0,0.9999999999999964,3,True,0.81971,0.9158404058445915,True,0.9158404058445915,TP
DJI_20250511173415_0290_D_tile_0051_x4640_y1824,1,283.99984,280.00032,336.99984,326.00032,53.0,46.0,2438.0,0.0,1,280.00032,3,True,0.83698,0.8366422867428752,True,0.8366422867428752,TP
DJI_20250511173415_0290_D_tile_0051_x4640_y1824,2,307.0,239.0,413.99968,269.0,106.99968000000001,30.0,3209.9904000000006,0.0,1,226.00032,3,True,0.63862,0.7366448797938027,False,0.7366448797938027,TP
DJI_20250511173415_0290_D_tile_0052_x4640_y2432,0,31.999680000000012,459.0,137.99968,568.00032,106.0,109.00031999999999,11554.033919999998,0.0,0,31.999680000000012,2,True,0.85353,0.955158888993473,True,0.955158888993473,TP
DJI_20250511173415_0290_D_tile_0052_x4640_y2432,1,269.0,303.00032,503.0,592.0,234.0,288.99968,67625.92512,0.0,0,48.0,2,True,0.86191,0.9109580659838233,True,0.9109580659838233,TP
DJI_20250511173415_0290_D_tile_0053_x4640_y3040,0,62.999680000000005,98.0,146.0,181.00032,83.00031999999999,83.00031999999999,6889.053120102398,0.16577303599829463,2,62.999680000000005,4,True,0.78741,0.9459528143515262,True,0.9459528143515262,TP
DJI_20250511173415_0290_D_tile_0053_x4640_y3040,1,58.00032000000001,142.0,185.0,266.99968,126.99967999999998,124.99968000000001,15874.9193601024,0.16577303599829463,2,58.00032000000001,4,True,0.5598,0.5304859494583369,True,0.7736133119760281,TP
DJI_20250511173415_0290_D_tile_0053_x4640_y3040,2,147.00032,135.0,243.00032000000002,228.00032000000002,96.00000000000003,93.00032000000002,8928.030720000004,0.15175249057035506,2,135.0,4,True,0.79972,0.7810311980297397,True,0.7810311980297397,TP
DJI_20250511173415_0290_D_tile_0053_x4640_y3040,3,384.99967999999996,177.99999999999997,480.0,337.00032,95.00032000000004,159.00032000000002,15105.08128010241,0.0,0,160.0,4,True,0.78852,0.9411347361578405,True,0.9411347361578405,TP
DJI_20250511173415_0290_D_tile_0054_x0_y3316,0,198.0,495.99999999999994,302.0,640.0,104.0,144.00000000000006,14976.000000000005,0.0017679863255354812,0,0.0,13,True,0.83942,0.8687417229995862,True,0.8687417229995862,TP
DJI_20250511173415_0290_D_tile_0054_x0_y3316,1,361.0,307.99968,623.0,441.0,262.0,133.00032,34846.08384,0.06736721323477701,0,17.0,13,True,0.83574,0.8289814368976614,True,0.8289814368976614,TP
DJI_20250511173415_0290_D_tile_0054_x0_y3316,2,579.99968,380.99967999999996,637.99968,484.99968,58.0,104.00000000000006,6032.000000000004,0.06736721323477701,0,2.000319999999988,13,True,0.84204,0.9214802795720857,True,0.9214802795720857,TP
DJI_20250511173415_0290_D_tile_0054_x0_y3316,3,554.99968,572.0,638.0,640.0,83.00031999999999,68.0,5644.02176,0.0,0,0.0,13,True,0.87162,0.9463719974484628,True,0.9463719974484628,TP
