image,score,x1,y1,x2,y2,tp50,iou50,gt50,tp75,max_iou_any_gt,status
DJI_20250511174639_0619_D_tile_0008_x0_y608,0.79909,563.19,516.688,639.9490000000001,619.634,False,0.0,-1,False,0.0223466714652638,bgFP
DJI_20250511173425_0295_D_tile_0047_x4256_y3040,0.79713,445.737,547.543,606.923,639.923,False,0.0,-1,False,0.0,bgFP
DJI_20250511173955_0444_D_tile_0035_x1824_y2432,0.79356,107.512,466.242,239.008,571.7860000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0038_x3648_y2432,0.79341,46.828,337.931,90.649,443.945,False,0.0,-1,False,0.0061092616824184,bgFP
DJI_20250511174637_0618_D_tile_0016_x0_y1216,0.7894,435.354,422.44,548.799,481.105,False,0.0,-1,False,0.0286226010767404,bgFP
DJI_20250511174635_0617_D_tile_0047_x4256_y3040,0.78554,376.162,135.266,411.585,176.70999999999998,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0015_x4256_y608,0.78192,580.611,599.142,639.595,639.777,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0052_x4640_y2432,0.77828,192.07,422.03,320.66700000000003,497.426,False,0.0,-1,False,0.0860499638965867,bgFP
DJI_20250511173417_0291_D_tile_0005_x3040_y0,0.77765,1.208,301.539,36.976,393.396,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0042_x1216_y3040,0.7715,52.266,36.348,87.556,71.34100000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0031_x4256_y1824,0.76811,577.126,591.775,623.8199999999999,639.8009999999999,False,0.0,-1,False,0.0,bgFP
DJI_20250511174629_0614_D_tile_0044_x2432_y3040,0.76736,259.398,584.698,289.14500000000004,639.785,False,0.0,-1,False,0.0,bgFP
DJI_20250511174643_0621_D_tile_0043_x1824_y3040,0.76706,298.534,0.899,333.898,40.506,False,0.0,-1,False,0.0,bgFP
DJI_20250511173419_0292_D_tile_0011_x1824_y608,0.76691,477.986,209.149,529.7379999999999,283.069,False,0.0,-1,False,0.0,bgFP
DJI_20250511173425_0295_D_tile_0053_x4640_y3040,0.76653,61.454,547.596,222.93,639.849,False,0.0,-1,False,0.0,bgFP
DJI_20250511174631_0615_D_tile_0016_x0_y1216,0.76569,226.441,227.321,291.108,269.722,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0047_x4256_y3040,0.76331,0.543,1.028,34.602,57.41,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0057_x1824_y3316,0.75929,0.478,468.969,72.484,509.855,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0046_x3648_y3040,0.75629,363.012,444.797,399.964,514.671,False,0.0,-1,False,0.0,bgFP
DJI_20250511173417_0291_D_tile_0017_x608_y1216,0.75597,0.786,123.07,50.733,149.006,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0061_x4256_y3316,0.75093,117.666,588.699,159.613,639.531,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0041_x608_y3040,0.75089,11.806,0.815,93.15,61.447,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0008_x0_y608,0.75015,602.788,398.664,639.588,426.873,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0003_x1824_y0,0.74988,380.473,531.36,437.912,639.9590000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0040_x0_y3040,0.74781,442.571,1.012,547.942,39.291,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0038_x3648_y2432,0.74631,0.404,328.312,68.172,391.038,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0030_x3648_y1824,0.74464,245.007,258.485,275.847,309.611,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0013_x3040_y608,0.74457,574.004,530.705,639.544,564.181,False,0.0,-1,False,0.0,bgFP
DJI_20250511174627_0613_D_tile_0032_x0_y2432,0.74398,258.578,184.641,381.255,313.047,False,0.0,-1,False,0.056815830351556,bgFP
DJI_20250511174639_0619_D_tile_0015_x4256_y608,0.74133,198.223,605.106,280.033,639.636,False,0.0,-1,False,0.0,bgFP
DJI_20250511173941_0437_D_tile_0062_x4640_y3316,0.74094,367.431,581.982,488.928,638.053,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0014_x3648_y608,0.74083,249.943,255.58,303.60900000000004,315.267,False,0.0,-1,False,0.0672410472403808,bgFP
DJI_20250511173417_0291_D_tile_0017_x608_y1216,0.73896,565.289,48.329,639.412,81.67099999999999,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0006_x3648_y0,0.73813,276.057,300.544,319.76,344.031,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0061_x4256_y3316,0.73632,433.961,609.217,502.893,639.641,False,0.0,-1,False,0.0,bgFP
DJI_20250511173419_0292_D_tile_0000_x0_y0,0.73416,546.593,537.542,639.572,630.201,False,0.0,-1,False,0.0,bgFP
DJI_20250511173955_0444_D_tile_0059_x3040_y3316,0.7334,332.216,114.298,365.647,147.913,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0003_x1824_y0,0.73287,309.684,1.159,377.354,41.229,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0032_x0_y2432,0.72989,605.374,581.351,639.561,639.604,False,0.0,-1,False,0.0,bgFP
DJI_20250511173429_0297_D_tile_0051_x4640_y1824,0.72968,89.877,70.165,134.583,107.05,False,0.0,-1,False,0.0,bgFP
DJI_20250511173957_0445_D_tile_0006_x3648_y0,0.72926,472.648,565.184,578.683,629.341,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0040_x0_y3040,0.72853,355.089,564.486,416.083,640.0,False,0.0,-1,False,0.0,bgFP
DJI_20250511173425_0295_D_tile_0038_x3648_y2432,0.72793,586.374,512.451,639.415,541.201,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0054_x0_y3316,0.72746,185.188,388.741,239.528,435.349,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0004_x2432_y0,0.72306,396.596,234.985,522.918,336.358,False,0.0,-1,False,0.0,bgFP
DJI_20250511173953_0443_D_tile_0055_x608_y3316,0.72071,214.075,359.902,251.94,395.889,False,0.0,-1,False,0.012559549870826,bgFP
DJI_20250511174635_0617_D_tile_0002_x1216_y0,0.71975,545.337,448.69,635.026,518.788,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0033_x608_y2432,0.71872,353.977,90.015,391.229,114.657,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0008_x0_y608,0.71822,0.87,306.905,59.092,351.199,False,0.0,-1,False,0.0603026408803836,bgFP
DJI_20250511173431_0298_D_tile_0049_x4640_y608,0.71672,0.479,70.896,62.962,164.34,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0008_x0_y608,0.71631,0.38,211.39,90.456,287.358,False,0.0,-1,False,0.0,bgFP
DJI_20250511173429_0297_D_tile_0002_x1216_y0,0.71599,136.009,539.714,180.334,639.888,False,0.0,-1,False,0.0,bgFP
DJI_20250511174641_0620_D_tile_0004_x2432_y0,0.71555,96.34,95.861,131.17000000000002,127.548,False,0.0,-1,False,0.0288084354581396,bgFP
DJI_20250511174637_0618_D_tile_0000_x0_y0,0.71186,612.197,438.373,639.719,471.065,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0050_x4640_y1216,0.71148,458.755,526.948,491.612,573.544,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0031_x4256_y1824,0.7108,433.581,119.704,469.767,151.37,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0007_x4256_y0,0.7101,381.571,179.022,420.115,203.378,False,0.0,-1,False,0.0,bgFP
DJI_20250511173433_0299_D_tile_0003_x1824_y0,0.70936,532.639,188.295,639.782,228.629,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0015_x4256_y608,0.70707,175.75,279.414,208.025,318.503,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0032_x0_y2432,0.70663,278.757,1.281,373.843,72.52000000000001,False,0.0,-1,False,0.027154503763079,bgFP
DJI_20250511174643_0621_D_tile_0044_x2432_y3040,0.70599,0.627,11.523,39.794,44.158,False,0.0,-1,False,0.0,bgFP
DJI_20250511173957_0445_D_tile_0057_x1824_y3316,0.70569,169.637,467.634,245.387,526.705,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0005_x3040_y0,0.70522,14.362,553.177,53.985,593.464,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0055_x608_y3316,0.70459,358.144,360.635,408.598,434.491,False,0.0,-1,False,0.0,bgFP
DJI_20250511174627_0613_D_tile_0009_x608_y608,0.70326,343.234,416.049,387.166,491.53,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0033_x608_y2432,0.70314,36.046,354.935,78.707,380.801,False,0.0,-1,False,0.0,bgFP
DJI_20250511173417_0291_D_tile_0018_x1216_y1216,0.70304,333.226,0.849,389.364,53.929,False,0.0,-1,False,0.0,bgFP
DJI_20250511173425_0295_D_tile_0045_x3040_y3040,0.70267,0.539,162.834,48.821,223.728,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0002_x1216_y0,0.70255,543.556,585.488,639.4490000000001,639.7700000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0046_x3648_y3040,0.70239,0.723,245.921,43.223,299.798,False,0.0,-1,False,0.0,bgFP
DJI_20250511174629_0614_D_tile_0042_x1216_y3040,0.69977,601.111,418.646,622.97,455.052,False,0.0,-1,False,0.0008857435997568,bgFP
DJI_20250511174637_0618_D_tile_0051_x4640_y1824,0.69956,0.673,368.428,49.38,427.846,False,0.0,-1,False,0.0,bgFP
DJI_20250511174641_0620_D_tile_0058_x2432_y3316,0.69849,86.331,337.09,115.17,395.24,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0009_x608_y608,0.69793,534.958,333.355,639.0999999999999,364.553,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0015_x4256_y608,0.69759,556.254,228.345,605.153,255.546,False,0.0,-1,False,0.0370418700724378,bgFP
DJI_20250511173953_0443_D_tile_0050_x4640_y1216,0.69724,50.203,575.773,116.255,595.312,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0052_x4640_y2432,0.69707,90.456,475.3,143.233,498.517,False,0.0,-1,False,0.0,bgFP
DJI_20250511174641_0620_D_tile_0025_x608_y1824,0.69674,487.284,565.339,520.274,593.0840000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511173427_0296_D_tile_0047_x4256_y3040,0.69585,442.016,242.97,478.3970000000001,275.034,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0051_x4640_y1824,0.69583,49.91,120.202,85.17599999999999,150.35,False,0.0,-1,False,0.0,bgFP
DJI_20250511173427_0296_D_tile_0026_x1216_y1824,0.6954,0.797,556.878,47.929,610.0930000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0056_x1216_y3316,0.6947,0.794,545.045,66.459,639.8829999999999,False,0.0,-1,False,0.0,bgFP
DJI_20250511173429_0297_D_tile_0061_x4256_y3316,0.69469,107.575,37.908,149.513,53.402,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0004_x2432_y0,0.69257,600.648,299.613,639.443,368.563,False,0.0,-1,False,0.0,bgFP
DJI_20250511173953_0443_D_tile_0023_x4256_y1216,0.69255,434.781,576.252,500.09,594.752,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0013_x3040_y608,0.69154,575.922,335.322,639.755,407.364,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0033_x608_y2432,0.69097,278.042,237.327,427.079,353.211,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0036_x2432_y2432,0.69033,1.034,286.832,50.754,323.918,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0052_x4640_y2432,0.68957,194.213,498.148,238.528,527.238,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0052_x4640_y2432,0.68573,0.562,137.799,48.228,212.599,False,0.0,-1,False,0.0,bgFP
DJI_20250511173427_0296_D_tile_0047_x4256_y3040,0.68476,0.431,332.84,31.109,475.879,False,0.0,-1,False,0.0783739346645812,bgFP
DJI_20250511174637_0618_D_tile_0034_x1216_y2432,0.68366,11.249,369.127,119.4,439.216,False,0.0,-1,False,0.0,bgFP
DJI_20250511173419_0292_D_tile_0004_x2432_y0,0.68233,206.394,612.573,271.90700000000004,639.763,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0016_x0_y1216,0.68031,122.975,493.935,161.668,533.922,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0033_x608_y2432,0.67771,432.232,621.794,488.93,639.764,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0062_x4640_y3316,0.67727,319.675,584.517,362.789,634.192,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0018_x1216_y1216,0.67715,324.064,421.77,357.84400000000005,441.828,False,0.0,-1,False,0.0,bgFP
DJI_20250511174641_0620_D_tile_0047_x4256_y3040,0.67612,505.547,566.204,546.168,639.77,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0001_x608_y0,0.67606,274.432,540.867,326.336,574.935,False,0.0,-1,False,0.0,bgFP
DJI_20250511173939_0436_D_tile_0053_x4640_y3040,0.67547,296.184,448.56,347.49300000000005,486.856,False,0.0,-1,False,0.0243391415047666,bgFP
DJI_20250511174637_0618_D_tile_0060_x3648_y3316,0.67463,459.827,163.122,492.582,191.981,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0049_x4640_y608,0.67242,172.452,228.373,221.454,255.27,False,0.0,-1,False,0.038528068501625,bgFP
DJI_20250511173427_0296_D_tile_0022_x3648_y1216,0.67232,54.113,307.812,104.856,332.581,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0041_x608_y3040,0.67146,576.625,174.425,636.106,249.56600000000003,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0041_x608_y3040,0.67125,609.421,15.406,639.662,53.96,False,0.0,-1,False,0.0638576842104727,bgFP
DJI_20250511174631_0615_D_tile_0033_x608_y2432,0.66993,347.768,107.682,373.882,199.134,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0033_x608_y2432,0.6693,327.539,362.945,393.885,456.057,False,0.0,-1,False,0.0,bgFP
DJI_20250511174643_0621_D_tile_0027_x1824_y1824,0.66904,39.908,109.218,78.399,122.474,False,0.0,-1,False,0.0,bgFP
DJI_20250511173427_0296_D_tile_0022_x3648_y1216,0.66819,61.666,29.434,100.778,67.641,False,0.0,-1,False,0.0146316412411372,bgFP
DJI_20250511174641_0620_D_tile_0050_x4640_y1216,0.66675,320.148,608.553,376.304,639.723,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0014_x3648_y608,0.66665,63.349,291.563,92.576,316.444,False,0.0,-1,False,0.0,bgFP
DJI_20250511173427_0296_D_tile_0053_x4640_y3040,0.66432,56.271,242.07,94.343,274.626,False,0.0,-1,False,0.0,bgFP
DJI_20250511174627_0613_D_tile_0047_x4256_y3040,0.66327,417.754,1.077,448.971,39.75,False,0.0,-1,False,0.0,bgFP
DJI_20250511173425_0295_D_tile_0001_x608_y0,0.66306,380.755,157.35,417.797,192.53,False,0.0,-1,False,0.0,bgFP
DJI_20250511173423_0294_D_tile_0035_x1824_y2432,0.66241,14.508,490.966,98.749,598.799,False,0.0,-1,False,0.0,bgFP
DJI_20250511174627_0613_D_tile_0000_x0_y0,0.662,350.209,514.468,381.802,540.4209999999999,False,0.0,-1,False,0.0,bgFP
DJI_20250511173429_0297_D_tile_0010_x1216_y608,0.66194,0.707,101.9,26.083,161.485,False,0.0,-1,False,0.0272145349987616,bgFP
DJI_20250511174639_0619_D_tile_0031_x4256_y1824,0.66191,560.733,418.379,639.3879999999999,460.884,False,0.0,-1,False,0.0,bgFP
DJI_20250511173939_0436_D_tile_0062_x4640_y3316,0.66151,297.925,173.773,347.568,209.945,False,0.0,-1,False,0.0171879455963691,bgFP
DJI_20250511174641_0620_D_tile_0048_x4640_y0,0.66045,0.467,185.895,29.032,216.522,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0034_x1216_y2432,0.65936,282.405,75.616,356.934,140.06799999999998,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0046_x3648_y3040,0.65424,458.682,437.949,492.758,467.741,False,0.0,-1,False,0.0,bgFP
DJI_20250511174627_0613_D_tile_0017_x608_y1216,0.6542,442.671,22.836,489.896,40.577,False,0.0,-1,False,0.0,bgFP
DJI_20250511173951_0442_D_tile_0018_x1216_y1216,0.65145,276.124,247.783,322.17900000000003,282.345,False,0.0,-1,False,0.0404137639099178,bgFP
DJI_20250511174643_0621_D_tile_0044_x2432_y3040,0.65092,588.948,587.989,639.703,615.566,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0016_x0_y1216,0.65,406.82,366.108,439.858,382.425,False,0.0,-1,False,0.0552376390548155,bgFP
DJI_20250511174635_0617_D_tile_0003_x1824_y0,0.64651,0.409,282.704,31.801,367.827,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0042_x1216_y3040,0.64541,0.612,23.945,24.176,66.119,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0053_x4640_y3040,0.64344,606.712,597.559,639.817,634.082,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0007_x4256_y0,0.64285,105.203,90.903,140.627,143.115,False,0.0,-1,False,0.0,bgFP
DJI_20250511173425_0295_D_tile_0033_x608_y2432,0.64174,209.352,547.906,262.67,639.847,False,0.0,-1,False,0.0,bgFP
DJI_20250511173433_0299_D_tile_0056_x1216_y3316,0.64101,0.83,390.116,77.193,430.975,False,0.0,-1,False,0.0,bgFP
DJI_20250511173433_0299_D_tile_0028_x2432_y1824,0.63786,427.492,54.445,463.252,82.622,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0049_x4640_y608,0.63683,213.775,623.586,261.762,638.039,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0016_x0_y1216,0.63644,0.39,351.526,40.484,373.42,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0032_x0_y2432,0.63606,485.937,78.39,612.544,184.266,False,0.0,-1,False,0.0055870666308592,bgFP
DJI_20250511174627_0613_D_tile_0015_x4256_y608,0.63589,103.645,613.606,133.725,639.746,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0002_x1216_y0,0.63368,236.12,6.987,255.42,58.541,False,0.0,-1,False,0.0,bgFP
DJI_20250511174631_0615_D_tile_0054_x0_y3316,0.63338,251.741,597.84,288.409,626.903,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0011_x1824_y608,0.63268,0.703,0.604,22.202,32.151,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0006_x3648_y0,0.63251,582.359,588.24,626.1600000000001,609.379,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0060_x3648_y3316,0.63065,200.903,282.711,227.197,327.30600000000004,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0027_x1824_y1824,0.62937,532.111,614.987,559.869,639.538,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0012_x2432_y608,0.62911,333.094,609.588,397.462,639.858,False,0.0,-1,False,0.0,bgFP
DJI_20250511174643_0621_D_tile_0058_x2432_y3316,0.62866,588.843,312.047,639.529,339.307,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0048_x4640_y0,0.62823,403.934,165.372,452.412,221.662,False,0.0,-1,False,0.0,bgFP
DJI_20250511174649_0624_D_tile_0046_x3648_y3040,0.62743,200.202,558.827,225.976,602.255,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0009_x608_y608,0.62722,305.632,0.664,337.709,18.814,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0061_x4256_y3316,0.62713,349.404,319.951,402.232,359.90500000000003,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0044_x2432_y3040,0.62684,485.135,0.926,520.89,44.894000000000005,False,0.0,-1,False,0.0,bgFP
DJI_20250511173425_0295_D_tile_0003_x1824_y0,0.62673,536.569,146.166,560.2439999999999,216.564,False,0.0,-1,False,0.0338054194943689,bgFP
DJI_20250511173427_0296_D_tile_0021_x3040_y1216,0.62551,126.975,16.853,286.044,62.177,False,0.0,-1,False,0.0222222849717964,bgFP
DJI_20250511174639_0619_D_tile_0007_x4256_y0,0.62541,210.776,606.764,239.388,639.856,False,0.0,-1,False,0.0097695930471749,bgFP
DJI_20250511174635_0617_D_tile_0056_x1216_y3316,0.62528,398.984,371.554,420.752,399.674,False,0.0,-1,False,0.0,bgFP
DJI_20250511173939_0436_D_tile_0053_x4640_y3040,0.6247,548.11,371.672,639.754,437.928,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0028_x2432_y1824,0.6229,196.779,42.614,219.31,79.213,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0038_x3648_y2432,0.6216,300.034,360.401,350.869,376.763,False,0.0,-1,False,0.0,bgFP
DJI_20250511173419_0292_D_tile_0019_x1824_y1216,0.6205,473.352,172.675,489.961,210.526,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0026_x1216_y1824,0.6204,532.738,548.299,639.917,638.995,False,0.0,-1,False,0.0,bgFP
DJI_20250511174639_0619_D_tile_0055_x608_y3316,0.61528,189.205,0.871,217.828,25.382,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0029_x3040_y1824,0.6146,497.372,200.85,532.743,232.34,False,0.0,-1,False,0.0,bgFP
DJI_20250511174637_0618_D_tile_0006_x3648_y0,0.60946,248.591,600.772,267.98400000000004,639.87,False,0.0,-1,False,0.0,bgFP
DJI_20250511173421_0293_D_tile_0007_x4256_y0,0.60738,602.059,228.054,639.582,297.38,False,0.0,-1,False,0.0647804881679367,bgFP
DJI_20250511174643_0621_D_tile_0037_x3040_y2432,0.60723,118.273,613.095,190.755,639.8240000000001,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0003_x1824_y0,0.60679,82.126,23.435,104.566,61.66,False,0.0,-1,False,0.0,bgFP
DJI_20250511173431_0298_D_tile_0033_x608_y2432,0.60574,422.444,379.346,467.055,410.016,False,0.0,-1,False,0.0,bgFP
DJI_20250511173415_0290_D_tile_0059_x3040_y3316,0.6036,58.33,510.823,85.977,540.432,False,0.0,-1,False,0.0,bgFP
DJI_20250511174635_0617_D_tile_0017_x608_y1216,0.60328,101.609,355.752,139.76999999999998,371.413,False,0.0,-1,False,0.0,bgFP
DJI_20250511174629_0614_D_tile_0043_x1824_y3040,0.5997,0.139,418.24,15.682,453.157,False,0.0,-1,False,0.0,bgFP
DJI_20250511174633_0616_D_tile_0039_x4256_y2432,0.59903,160.274,588.773,191.005,639.595,False,0.0,-1,False,0.0,bgFP
